State,State Code,Year,Year Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Ohio,39,2008,2008,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,40,223255,17.9,12.8,24.4,2.8
Ohio,39,2009,2009,Female,F,15-24 years,15-24,Drug-Induced Causes,D,22,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,25-34 years,25-34,Drug-Induced Causes,D,90,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,35-44 years,35-44,Drug-Induced Causes,D,146,759298,19.2,16.1,22.3,1.6
Ohio,39,2009,2009,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,45-54 years,45-54,Drug-Induced Causes,D,167,891334,18.7,15.9,21.6,1.4
Ohio,39,2009,2009,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,55-64 years,55-64,Drug-Induced Causes,D,61,725770,8.4,6.4,10.8,1.1
Ohio,39,2009,2009,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,51,725770,7.0,5.2,9.2,1
Ohio,39,2009,2009,Female,F,65-74 years,65-74,Drug-Induced Causes,D,21,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
Ohio,39,2009,2009,Female,F,75-84 years,75-84,Drug-Induced Causes,D,15,0,Unreliable,0,0,0
Ohio,39,2009,2009,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,11,320975,Unreliable,1.7,6.1,1
Ohio,39,2009,2009,Male,M,15-24 years,15-24,Drug-Induced Causes,D,66,808379,8.2,6.3,10.4,1
Ohio,39,2009,2009,Male,M,25-34 years,25-34,Drug-Induced Causes,D,195,0,0.0,0,0,0
Ohio,39,2009,2009,Male,M,35-44 years,35-44,Drug-Induced Causes,D,187,0,0.0,0,0,0
Ohio,39,2009,2009,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,62,746999,8.3,6.4,10.6,1.1
Ohio,39,2009,2009,Male,M,45-54 years,45-54,Drug-Induced Causes,D,224,859705,26.1,22.6,29.5,1.7
Ohio,39,2009,2009,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,212,859705,24.7,21.3,28,1.7
Ohio,39,2009,2009,Male,M,55-64 years,55-64,Drug-Induced Causes,D,98,0,0.0,0,0,0
Ohio,39,2009,2009,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,169,0,0.0,0,0,0
Ohio,39,2009,2009,Male,M,65-74 years,65-74,Drug-Induced Causes,D,22,0,0.0,0,0,0
Ohio,39,2009,2009,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,71,385239,18.4,14.4,23.2,2.2
Ohio,39,2009,2009,Male,M,75-84 years,75-84,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Ohio,39,2009,2009,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Ohio,39,2010,2010,Female,F,15-24 years,15-24,Drug-Induced Causes,D,48,0,0.0,0,0,0
Ohio,39,2010,2010,Female,F,25-34 years,25-34,Drug-Induced Causes,D,137,0,0.0,0,0,0
Ohio,39,2010,2010,Female,F,35-44 years,35-44,Drug-Induced Causes,D,159,745515,21.3,18,24.6,1.7
Ohio,39,2010,2010,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,35,745515,4.7,3.3,6.5,0.8
Ohio,39,2010,2010,Female,F,45-54 years,45-54,Drug-Induced Causes,D,235,887026,26.5,23.1,29.9,1.7
Ohio,39,2010,2010,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,80,887026,9.0,7.2,11.2,1
Ohio,39,2010,2010,Female,F,55-64 years,55-64,Drug-Induced Causes,D,102,748405,13.6,11,16.3,1.3
Ohio,39,2010,2010,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,57,748405,7.6,5.8,9.9,1
Ohio,39,2010,2010,Female,F,65-74 years,65-74,Drug-Induced Causes,D,24,0,0.0,0,0,0
Ohio,39,2010,2010,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,26,459295,5.7,3.7,8.3,1.1
Ohio,39,2010,2010,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,13,319196,Unreliable,2.2,7,1.1
Ohio,39,2010,2010,Male,M,15-24 years,15-24,Drug-Induced Causes,D,120,805177,14.9,12.2,17.6,1.4
Ohio,39,2010,2010,Male,M,25-34 years,25-34,Drug-Induced Causes,D,258,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,15,701924,Unreliable,1.2,3.5,0.6
Ohio,39,2010,2010,Male,M,35-44 years,35-44,Drug-Induced Causes,D,290,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,66,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,45-54 years,45-54,Drug-Induced Causes,D,344,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,232,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,55-64 years,55-64,Drug-Induced Causes,D,149,703861,21.2,17.8,24.6,1.7
Ohio,39,2010,2010,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,188,0,0.0,0,0,0
Ohio,39,2010,2010,Male,M,65-74 years,65-74,Drug-Induced Causes,D,14,390939,Unreliable,2,6,1
Ohio,39,2010,2010,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,74,390939,18.9,14.9,23.8,2.2
Ohio,39,2010,2010,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,35,222156,15.8,11,21.9,2.7
Ohio,39,2011,2011,Female,F,15-24 years,15-24,Drug-Induced Causes,D,52,776747,6.7,5,8.8,0.9
Ohio,39,2011,2011,Female,F,25-34 years,25-34,Drug-Induced Causes,D,144,714948,20.1,16.9,23.4,1.7
Ohio,39,2011,2011,Female,F,35-44 years,35-44,Drug-Induced Causes,D,191,0,0.0,0,0,0
Ohio,39,2011,2011,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Ohio,39,2011,2011,Female,F,45-54 years,45-54,Drug-Induced Causes,D,293,870986,33.6,29.8,37.5,2
Ohio,39,2011,2011,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,77,870986,8.8,7,11,1
Ohio,39,2011,2011,Female,F,55-64 years,55-64,Drug-Induced Causes,D,119,781389,15.2,12.5,18,1.4
Ohio,39,2011,2011,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,62,0,0.0,0,0,0
Ohio,39,2011,2011,Female,F,65-74 years,65-74,Drug-Induced Causes,D,26,467780,5.6,3.6,8.1,1.1
Ohio,39,2011,2011,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,24,467780,5.1,3.3,7.6,1
Ohio,39,2011,2011,Female,F,75-84 years,75-84,Drug-Induced Causes,D,13,316721,Unreliable,2.2,7,1.1
Ohio,39,2011,2011,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,10,316721,Unreliable,1.5,5.8,1
Ohio,39,2011,2011,Male,M,15-24 years,15-24,Drug-Induced Causes,D,98,801846,12.2,9.9,14.9,1.2
Ohio,39,2011,2011,Male,M,25-34 years,25-34,Drug-Induced Causes,D,306,0,0.0,0,0,0
Ohio,39,2011,2011,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Ohio,39,2011,2011,Male,M,35-44 years,35-44,Drug-Induced Causes,D,287,0,0.0,0,0,0
Ohio,39,2011,2011,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Ohio,39,2011,2011,Male,M,45-54 years,45-54,Drug-Induced Causes,D,386,839991,46.0,41.4,50.5,2.3
Ohio,39,2011,2011,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,195,839991,23.2,20,26.5,1.7
Ohio,39,2011,2011,Male,M,55-64 years,55-64,Drug-Induced Causes,D,169,734218,23.0,19.5,26.5,1.8
Ohio,39,2011,2011,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,233,734218,31.7,27.7,35.8,2.1
Ohio,39,2011,2011,Male,M,65-74 years,65-74,Drug-Induced Causes,D,21,0,0.0,0,0,0
Ohio,39,2011,2011,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,75,401492,18.7,14.7,23.4,2.2
Ohio,39,2011,2011,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,32,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,15-24 years,15-24,Drug-Induced Causes,D,52,774644,6.7,5,8.8,0.9
Ohio,39,2012,2012,Female,F,25-34 years,25-34,Drug-Induced Causes,D,164,718785,22.8,19.3,26.3,1.8
Ohio,39,2012,2012,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Ohio,39,2012,2012,Female,F,35-44 years,35-44,Drug-Induced Causes,D,169,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,45-54 years,45-54,Drug-Induced Causes,D,287,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,89,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,55-64 years,55-64,Drug-Induced Causes,D,118,0,0.0,0,0,0
Ohio,39,2012,2012,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,72,788436,9.1,7.1,11.5,1.1
Ohio,39,2012,2012,Female,F,65-74 years,65-74,Drug-Induced Causes,D,22,495471,4.4,2.8,6.7,0.9
Ohio,39,2012,2012,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Ohio,39,2012,2012,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,12,314444,Unreliable,2,6.7,1.1
Ohio,39,2012,2012,Male,M,15-24 years,15-24,Drug-Induced Causes,D,113,0,0.0,0,0,0
Ohio,39,2012,2012,Male,M,25-34 years,25-34,Drug-Induced Causes,D,350,715729,48.9,43.8,54,2.6
Ohio,39,2012,2012,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Ohio,39,2012,2012,Male,M,35-44 years,35-44,Drug-Induced Causes,D,344,709194,48.5,43.4,53.6,2.6
Ohio,39,2012,2012,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,67,709194,9.4,7.3,12,1.2
Ohio,39,2012,2012,Male,M,45-54 years,45-54,Drug-Induced Causes,D,369,822738,44.9,40.3,49.4,2.3
Ohio,39,2012,2012,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,186,0,0.0,0,0,0
Ohio,39,2012,2012,Male,M,55-64 years,55-64,Drug-Induced Causes,D,171,741182,23.1,19.6,26.5,1.8
Ohio,39,2012,2012,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,231,0,0.0,0,0,0
Ohio,39,2012,2012,Male,M,65-74 years,65-74,Drug-Induced Causes,D,27,428399,6.3,4.2,9.2,1.2
Ohio,39,2012,2012,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,90,0,0.0,0,0,0
Ohio,39,2012,2012,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,33,223295,14.8,10.2,20.8,2.6
Ohio,39,2013,2013,Female,F,15-24 years,15-24,Drug-Induced Causes,D,53,774258,6.8,5.1,9,0.9
Ohio,39,2013,2013,Female,F,25-34 years,25-34,Drug-Induced Causes,D,180,0,0.0,0,0,0
Ohio,39,2013,2013,Female,F,35-44 years,35-44,Drug-Induced Causes,D,172,713757,24.1,20.5,27.7,1.8
Ohio,39,2013,2013,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Ohio,39,2013,2013,Female,F,45-54 years,45-54,Drug-Induced Causes,D,276,829904,33.3,29.3,37.2,2
Ohio,39,2013,2013,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,88,829904,10.6,8.5,13.1,1.1
Ohio,39,2013,2013,Female,F,55-64 years,55-64,Drug-Induced Causes,D,129,802060,16.1,13.3,18.9,1.4
Ohio,39,2013,2013,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,65,802060,8.1,6.3,10.3,1
Ohio,39,2013,2013,Female,F,65-74 years,65-74,Drug-Induced Causes,D,34,516338,6.6,4.6,9.2,1.1
Ohio,39,2013,2013,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Ohio,39,2013,2013,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Ohio,39,2013,2013,Female,F,85+ years,85+,Drug-Induced Causes,D,12,166953,Unreliable,3.7,12.6,2.1
Ohio,39,2013,2013,Male,M,15-24 years,15-24,Drug-Induced Causes,D,116,799039,14.5,11.9,17.2,1.3
Ohio,39,2013,2013,Male,M,25-34 years,25-34,Drug-Induced Causes,D,398,726004,54.8,49.4,60.2,2.7
Ohio,39,2013,2013,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Ohio,39,2013,2013,Male,M,35-44 years,35-44,Drug-Induced Causes,D,376,0,0.0,0,0,0
Ohio,39,2013,2013,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,76,703148,10.8,8.5,13.5,1.2
Ohio,39,2013,2013,Male,M,45-54 years,45-54,Drug-Induced Causes,D,415,805029,51.6,46.6,56.5,2.5
Ohio,39,2013,2013,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,186,0,0.0,0,0,0
Ohio,39,2013,2013,Male,M,55-64 years,55-64,Drug-Induced Causes,D,226,753840,30.0,26.1,33.9,2
Ohio,39,2013,2013,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,239,753840,31.7,27.7,35.7,2.1
Ohio,39,2013,2013,Male,M,65-74 years,65-74,Drug-Induced Causes,D,35,0,0.0,0,0,0
Ohio,39,2013,2013,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,108,448724,24.1,19.5,28.6,2.3
Ohio,39,2013,2013,Male,M,75-84 years,75-84,Drug-Induced Causes,D,12,225192,Unreliable,2.8,9.3,1.5
Ohio,39,2013,2013,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,31,0,0.0,0,0,0
Ohio,39,2014,2014,Female,F,15-24 years,15-24,Drug-Induced Causes,D,69,0,0.0,0,0,0
Ohio,39,2014,2014,Female,F,25-34 years,25-34,Drug-Induced Causes,D,218,734604,29.7,25.7,33.6,2
Ohio,39,2014,2014,Female,F,35-44 years,35-44,Drug-Induced Causes,D,246,708315,34.7,30.4,39.1,2.2
Ohio,39,2014,2014,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,29,708315,4.1,2.7,5.9,0.8
Ohio,39,2014,2014,Female,F,45-54 years,45-54,Drug-Induced Causes,D,270,0,0.0,0,0,0
Ohio,39,2014,2014,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,77,812876,9.5,7.5,11.8,1.1
Ohio,39,2014,2014,Female,F,55-64 years,55-64,Drug-Induced Causes,D,161,812319,19.8,16.8,22.9,1.6
Ohio,39,2014,2014,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,74,812319,9.1,7.2,11.4,1.1
Ohio,39,2014,2014,Female,F,65-74 years,65-74,Drug-Induced Causes,D,27,0,0.0,0,0,0
Ohio,39,2014,2014,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,15-24 years,15-24,Drug-Induced Causes,D,165,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,25-34 years,25-34,Drug-Induced Causes,D,488,736088,66.3,60.4,72.2,3
Ohio,39,2014,2014,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Ohio,39,2014,2014,Male,M,35-44 years,35-44,Drug-Induced Causes,D,464,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,65,698742,9.3,7.2,11.9,1.2
Ohio,39,2014,2014,Male,M,45-54 years,45-54,Drug-Induced Causes,D,411,790089,52.0,47,57,2.6
Ohio,39,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,196,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,55-64 years,55-64,Drug-Induced Causes,D,252,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,294,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,65-74 years,65-74,Drug-Induced Causes,D,39,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,103,0,0.0,0,0,0
Ohio,39,2014,2014,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,40,228068,17.5,12.5,23.9,2.8
Ohio,39,2015,2015,Female,F,15-24 years,15-24,Drug-Induced Causes,D,87,0,0.0,0,0,0
Ohio,39,2015,2015,Female,F,25-34 years,25-34,Drug-Induced Causes,D,282,741985,38.0,33.6,42.4,2.3
Ohio,39,2015,2015,Female,F,35-44 years,35-44,Drug-Induced Causes,D,304,0,0.0,0,0,0
Ohio,39,2015,2015,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,38,703398,5.4,3.8,7.4,0.9
Ohio,39,2015,2015,Female,F,45-54 years,45-54,Drug-Induced Causes,D,316,798725,39.6,35.2,43.9,2.2
Ohio,39,2015,2015,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,93,798725,11.6,9.4,14.3,1.2
Ohio,39,2015,2015,Female,F,55-64 years,55-64,Drug-Induced Causes,D,163,0,0.0,0,0,0
Ohio,39,2015,2015,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,87,822141,10.6,8.5,13.1,1.1
Ohio,39,2015,2015,Female,F,65-74 years,65-74,Drug-Induced Causes,D,35,0,0.0,0,0,0
Ohio,39,2015,2015,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,33,557570,5.9,4.1,8.3,1
Ohio,39,2015,2015,Male,M,15-24 years,15-24,Drug-Induced Causes,D,184,789513,23.3,19.9,26.7,1.7
Ohio,39,2015,2015,Male,M,25-34 years,25-34,Drug-Induced Causes,D,619,0,0.0,0,0,0
Ohio,39,2015,2015,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,29,744985,3.9,2.6,5.6,0.7
Ohio,39,2015,2015,Male,M,35-44 years,35-44,Drug-Induced Causes,D,569,0,0.0,0,0,0
Ohio,39,2015,2015,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,74,693759,10.7,8.4,13.4,1.2
Ohio,39,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,452,0,0.0,0,0,0
Ohio,39,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,200,778380,25.7,22.1,29.3,1.8
Ohio,39,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,313,0,0.0,0,0,0
Ohio,39,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,295,773289,38.1,33.8,42.5,2.2
Ohio,39,2015,2015,Male,M,65-74 years,65-74,Drug-Induced Causes,D,57,0,0.0,0,0,0
Ohio,39,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,117,487159,24.0,19.7,28.4,2.2
Ohio,39,2015,2015,Male,M,75-84 years,75-84,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Ohio,39,2015,2015,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,33,230204,14.3,9.9,20.1,2.5
Oklahoma,40,2002,2002,Female,F,25-34 years,25-34,Drug-Induced Causes,D,19,219529,Unreliable,5.2,13.5,2
Oklahoma,40,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,32,252481,12.7,8.7,17.9,2.2
Oklahoma,40,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,35,241439,14.5,10.1,20.2,2.5
Oklahoma,40,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,23,241439,9.5,6,14.3,2
Oklahoma,40,2002,2002,Female,F,55-64 years,55-64,Drug-Induced Causes,D,15,176763,Unreliable,4.7,14,2.2
Oklahoma,40,2002,2002,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,17,176763,Unreliable,5.6,15.4,2.3
Oklahoma,40,2002,2002,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,12,131560,Unreliable,4.7,15.9,2.6
Oklahoma,40,2002,2002,Male,M,15-24 years,15-24,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Oklahoma,40,2002,2002,Male,M,25-34 years,25-34,Drug-Induced Causes,D,19,228092,Unreliable,5,13,1.9
Oklahoma,40,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,46,0,0.0,0,0,0
Oklahoma,40,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,30,251686,11.9,8,17,2.2
Oklahoma,40,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,40,234773,17.0,12.2,23.2,2.7
Oklahoma,40,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,83,0,0.0,0,0,0
Oklahoma,40,2002,2002,Male,M,55-64 years,55-64,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Oklahoma,40,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,58,164052,35.4,26.8,45.7,4.6
Oklahoma,40,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,32,0,0.0,0,0,0
Oklahoma,40,2002,2002,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Oklahoma,40,2003,2003,Female,F,25-34 years,25-34,Drug-Induced Causes,D,18,220313,Unreliable,4.8,12.9,1.9
Oklahoma,40,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,57,0,0.0,0,0,0
Oklahoma,40,2003,2003,Female,F,45-54 years,45-54,Drug-Induced Causes,D,48,245546,19.5,14.4,25.9,2.8
Oklahoma,40,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,21,245546,8.6,5.3,13.1,1.9
Oklahoma,40,2003,2003,Female,F,55-64 years,55-64,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Oklahoma,40,2003,2003,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Oklahoma,40,2003,2003,Male,M,15-24 years,15-24,Drug-Induced Causes,D,33,0,0.0,0,0,0
Oklahoma,40,2003,2003,Male,M,25-34 years,25-34,Drug-Induced Causes,D,44,0,0.0,0,0,0
Oklahoma,40,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,73,0,0.0,0,0,0
Oklahoma,40,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,25,246522,10.1,6.6,15,2
Oklahoma,40,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,78,0,0.0,0,0,0
Oklahoma,40,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,79,238750,33.1,26.2,41.2,3.7
Oklahoma,40,2003,2003,Male,M,55-64 years,55-64,Drug-Induced Causes,D,14,170364,Unreliable,4.5,13.8,2.2
Oklahoma,40,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,54,0,0.0,0,0,0
Oklahoma,40,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,18,112159,Unreliable,9.5,25.4,3.8
Oklahoma,40,2004,2004,Female,F,15-24 years,15-24,Drug-Induced Causes,D,14,259579,Unreliable,2.9,9,1.4
Oklahoma,40,2004,2004,Female,F,25-34 years,25-34,Drug-Induced Causes,D,20,0,0.0,0,0,0
Oklahoma,40,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,62,242245,25.6,19.6,32.8,3.3
Oklahoma,40,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,16,0,Unreliable,0,0,0
Oklahoma,40,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,60,249105,24.1,18.4,31,3.1
Oklahoma,40,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,26,0,0.0,0,0,0
Oklahoma,40,2004,2004,Female,F,55-64 years,55-64,Drug-Induced Causes,D,21,189811,11.1,6.8,16.9,2.4
Oklahoma,40,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Oklahoma,40,2004,2004,Female,F,65-74 years,65-74,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Oklahoma,40,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,47,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,49,229290,21.4,15.8,28.3,3.1
Oklahoma,40,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,98,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,20,243245,8.2,5,12.7,1.8
Oklahoma,40,2004,2004,Male,M,45-54 years,45-54,Drug-Induced Causes,D,89,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,55-64 years,55-64,Drug-Induced Causes,D,23,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,55,176739,31.1,23.4,40.5,4.2
Oklahoma,40,2004,2004,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,30,0,0.0,0,0,0
Oklahoma,40,2004,2004,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,16,0,Unreliable,0,0,0
Oklahoma,40,2005,2005,Female,F,15-24 years,15-24,Drug-Induced Causes,D,11,259701,Unreliable,2.1,7.6,1.3
Oklahoma,40,2005,2005,Female,F,25-34 years,25-34,Drug-Induced Causes,D,30,223795,13.4,9,19.1,2.4
Oklahoma,40,2005,2005,Female,F,35-44 years,35-44,Drug-Induced Causes,D,57,239004,23.8,18.1,30.9,3.2
Oklahoma,40,2005,2005,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,19,239004,Unreliable,4.8,12.4,1.8
Oklahoma,40,2005,2005,Female,F,45-54 years,45-54,Drug-Induced Causes,D,78,0,0.0,0,0,0
Oklahoma,40,2005,2005,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Oklahoma,40,2005,2005,Female,F,55-64 years,55-64,Drug-Induced Causes,D,34,195900,17.4,12,24.3,3
Oklahoma,40,2005,2005,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,26,0,0.0,0,0,0
Oklahoma,40,2005,2005,Female,F,65-74 years,65-74,Drug-Induced Causes,D,11,134472,Unreliable,4.1,14.6,2.5
Oklahoma,40,2005,2005,Male,M,15-24 years,15-24,Drug-Induced Causes,D,42,278494,15.1,10.9,20.4,2.3
Oklahoma,40,2005,2005,Male,M,25-34 years,25-34,Drug-Induced Causes,D,55,231097,23.8,17.9,31,3.2
Oklahoma,40,2005,2005,Male,M,35-44 years,35-44,Drug-Induced Causes,D,84,239419,35.1,28,43.4,3.8
Oklahoma,40,2005,2005,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,42,239419,17.5,12.6,23.7,2.7
