State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
New Mexico,35,2014,2014,Drug-Induced Causes,D,559,2085572,26.8,24.6,29,1.1
New Mexico,35,2014,2014,Alcohol-Induced Causes,A,516,2085572,24.7,22.6,26.9,1.1
New Mexico,35,2014,2014,Total,,1075,2085572,51.5,48.5,54.6,1.6
New Mexico,35,2015,2015,Drug-Induced Causes,D,516,2085109,24.7,22.6,26.9,1.1
New Mexico,35,2015,2015,Alcohol-Induced Causes,A,656,2085109,31.5,29.1,33.9,1.2
New Mexico,35,2015,2015,Total,,1172,2085109,56.2,53,59.4,1.6
New Mexico,35,,,Total,,14149,33510363,42.2,41.5,42.9,0.4
New York,36,1999,1999,Drug-Induced Causes,D,1102,18882725,5.8,5.5,6.2,0.2
New York,36,1999,1999,Alcohol-Induced Causes,A,1242,18882725,6.6,6.2,6.9,0.2
New York,36,1999,1999,Total,,2344,18882725,12.4,11.9,12.9,0.3
New York,36,2000,2000,Drug-Induced Causes,D,901,18976457,4.7,4.4,5.1,0.2
New York,36,2000,2000,Alcohol-Induced Causes,A,1159,18976457,6.1,5.8,6.5,0.2
New York,36,2000,2000,Total,,2060,18976457,10.9,10.4,11.3,0.2
New York,36,2001,2001,Drug-Induced Causes,D,1280,19082838,6.7,6.3,7.1,0.2
New York,36,2001,2001,Alcohol-Induced Causes,A,1177,19082838,6.2,5.8,6.5,0.2
New York,36,2001,2001,Total,,2457,19082838,12.9,12.4,13.4,0.3
New York,36,2002,2002,Drug-Induced Causes,D,1118,19137800,5.8,5.5,6.2,0.2
New York,36,2002,2002,Alcohol-Induced Causes,A,1099,19137800,5.7,5.4,6.1,0.2
New York,36,2002,2002,Total,,2217,19137800,11.6,11.1,12.1,0.2
New York,36,2003,2003,Drug-Induced Causes,D,1209,19175939,6.3,5.9,6.7,0.2
New York,36,2003,2003,Alcohol-Induced Causes,A,1102,19175939,5.7,5.4,6.1,0.2
New York,36,2003,2003,Total,,2311,19175939,12.1,11.6,12.5,0.3
New York,36,2004,2004,Drug-Induced Causes,D,1068,19171567,5.6,5.2,5.9,0.2
New York,36,2004,2004,Alcohol-Induced Causes,A,1065,19171567,5.6,5.2,5.9,0.2
New York,36,2004,2004,Total,,2133,19171567,11.1,10.7,11.6,0.2
New York,36,2005,2005,Drug-Induced Causes,D,1175,19132610,6.1,5.8,6.5,0.2
New York,36,2005,2005,Alcohol-Induced Causes,A,1064,19132610,5.6,5.2,5.9,0.2
New York,36,2005,2005,Total,,2239,19132610,11.7,11.2,12.2,0.2
New York,36,2006,2006,Drug-Induced Causes,D,1949,19104631,10.2,9.7,10.7,0.2
New York,36,2006,2006,Alcohol-Induced Causes,A,1101,19104631,5.8,5.4,6.1,0.2
New York,36,2006,2006,Total,,3050,19104631,16,15.4,16.5,0.3
New York,36,2007,2007,Drug-Induced Causes,D,1909,19132335,10,9.5,10.4,0.2
New York,36,2007,2007,Alcohol-Induced Causes,A,1167,19132335,6.1,5.7,6.4,0.2
New York,36,2007,2007,Total,,3076,19132335,16.1,15.5,16.6,0.3
New York,36,2008,2008,Drug-Induced Causes,D,1856,19212436,9.7,9.2,10.1,0.2
New York,36,2008,2008,Alcohol-Induced Causes,A,1249,19212436,6.5,6.1,6.9,0.2
New York,36,2008,2008,Total,,3105,19212436,16.2,15.6,16.7,0.3
New York,36,2009,2009,Drug-Induced Causes,D,1797,19307066,9.3,8.9,9.7,0.2
New York,36,2009,2009,Alcohol-Induced Causes,A,1232,19307066,6.4,6,6.7,0.2
New York,36,2009,2009,Total,,3029,19307066,15.7,15.1,16.2,0.3
New York,36,2010,2010,Drug-Induced Causes,D,1760,19378102,9.1,8.7,9.5,0.2
New York,36,2010,2010,Alcohol-Induced Causes,A,1217,19378102,6.3,5.9,6.6,0.2
New York,36,2010,2010,Total,,2977,19378102,15.4,14.8,15.9,0.3
New York,36,2011,2011,Drug-Induced Causes,D,2149,19465197,11,10.6,11.5,0.2
New York,36,2011,2011,Alcohol-Induced Causes,A,1314,19465197,6.8,6.4,7.1,0.2
New York,36,2011,2011,Total,,3463,19465197,17.8,17.2,18.4,0.3
New York,36,2012,2012,Drug-Induced Causes,D,2262,19570261,11.6,11.1,12,0.2
New York,36,2012,2012,Alcohol-Induced Causes,A,1393,19570261,7.1,6.7,7.5,0.2
New York,36,2012,2012,Total,,3655,19570261,18.7,18.1,19.3,0.3
New York,36,2013,2013,Drug-Induced Causes,D,2483,19651127,12.6,12.1,13.1,0.3
New York,36,2013,2013,Alcohol-Induced Causes,A,1480,19651127,7.5,7.1,7.9,0.2
New York,36,2013,2013,Total,,3963,19651127,20.2,19.5,20.8,0.3
New York,36,2014,2014,Drug-Induced Causes,D,2510,19746227,12.7,12.2,13.2,0.3
New York,36,2014,2014,Alcohol-Induced Causes,A,1403,19746227,7.1,6.7,7.5,0.2
New York,36,2014,2014,Total,,3913,19746227,19.8,19.2,20.4,0.3
New York,36,2015,2015,Drug-Induced Causes,D,3009,19795791,15.2,14.7,15.7,0.3
New York,36,2015,2015,Alcohol-Induced Causes,A,1479,19795791,7.5,7.1,7.9,0.2
New York,36,2015,2015,Total,,4488,19795791,22.7,22,23.3,0.3
New York,36,,,Total,,50480,327923109,15.4,15.3,15.5,0.1
North Carolina,37,1999,1999,Drug-Induced Causes,D,401,7949361,5,4.6,5.5,0.3
North Carolina,37,1999,1999,Alcohol-Induced Causes,A,691,7949361,8.7,8,9.3,0.3
North Carolina,37,1999,1999,Total,,1092,7949361,13.7,12.9,14.6,0.4
North Carolina,37,2000,2000,Drug-Induced Causes,D,531,8049313,6.6,6,7.2,0.3
North Carolina,37,2000,2000,Alcohol-Induced Causes,A,695,8049313,8.6,8,9.3,0.3
North Carolina,37,2000,2000,Total,,1226,8049313,15.2,14.4,16.1,0.4
North Carolina,37,2001,2001,Drug-Induced Causes,D,584,8210122,7.1,6.5,7.7,0.3
North Carolina,37,2001,2001,Alcohol-Induced Causes,A,630,8210122,7.7,7.1,8.3,0.3
North Carolina,37,2001,2001,Total,,1214,8210122,14.8,14,15.6,0.4
North Carolina,37,2002,2002,Drug-Induced Causes,D,684,8326201,8.2,7.6,8.8,0.3
North Carolina,37,2002,2002,Alcohol-Induced Causes,A,650,8326201,7.8,7.2,8.4,0.3
North Carolina,37,2002,2002,Total,,1334,8326201,16,15.2,16.9,0.4
North Carolina,37,2003,2003,Drug-Induced Causes,D,833,8422501,9.9,9.2,10.6,0.3
North Carolina,37,2003,2003,Alcohol-Induced Causes,A,611,8422501,7.3,6.7,7.8,0.3
North Carolina,37,2003,2003,Total,,1444,8422501,17.1,16.3,18,0.5
North Carolina,37,2004,2004,Drug-Induced Causes,D,918,8553152,10.7,10,11.4,0.4
North Carolina,37,2004,2004,Alcohol-Induced Causes,A,681,8553152,8,7.4,8.6,0.3
North Carolina,37,2004,2004,Total,,1599,8553152,18.7,17.8,19.6,0.5
North Carolina,37,2005,2005,Drug-Induced Causes,D,1061,8705407,12.2,11.5,12.9,0.4
North Carolina,37,2005,2005,Alcohol-Induced Causes,A,616,8705407,7.1,6.5,7.6,0.3
North Carolina,37,2005,2005,Total,,1677,8705407,19.3,18.3,20.2,0.5
North Carolina,37,2006,2006,Drug-Induced Causes,D,1120,8917270,12.6,11.8,13.3,0.4
North Carolina,37,2006,2006,Alcohol-Induced Causes,A,610,8917270,6.8,6.3,7.4,0.3
North Carolina,37,2006,2006,Total,,1730,8917270,19.4,18.5,20.3,0.5
North Carolina,37,2007,2007,Drug-Induced Causes,D,1125,9118037,12.3,11.6,13.1,0.4
North Carolina,37,2007,2007,Alcohol-Induced Causes,A,676,9118037,7.4,6.9,8,0.3
North Carolina,37,2007,2007,Total,,1801,9118037,19.8,18.8,20.7,0.5
North Carolina,37,2008,2008,Drug-Induced Causes,D,1217,9309449,13.1,12.3,13.8,0.4
North Carolina,37,2008,2008,Alcohol-Induced Causes,A,723,9309449,7.8,7.2,8.3,0.3
North Carolina,37,2008,2008,Total,,1940,9309449,20.8,19.9,21.8,0.5
North Carolina,37,2009,2009,Drug-Induced Causes,D,1223,9449566,12.9,12.2,13.7,0.4
North Carolina,37,2009,2009,Alcohol-Induced Causes,A,714,9449566,7.6,7,8.1,0.3
North Carolina,37,2009,2009,Total,,1937,9449566,20.5,19.6,21.4,0.5
North Carolina,37,2010,2010,Drug-Induced Causes,D,1125,9535483,11.8,11.1,12.5,0.4
North Carolina,37,2010,2010,Alcohol-Induced Causes,A,669,9535483,7,6.5,7.5,0.3
North Carolina,37,2010,2010,Total,,1794,9535483,18.8,17.9,19.7,0.4
North Carolina,37,2011,2011,Drug-Induced Causes,D,1303,9656401,13.5,12.8,14.2,0.4
North Carolina,37,2011,2011,Alcohol-Induced Causes,A,731,9656401,7.6,7,8.1,0.3
North Carolina,37,2011,2011,Total,,2034,9656401,21.1,20.1,22,0.5
North Carolina,37,2012,2012,Drug-Induced Causes,D,1346,9752073,13.8,13.1,14.5,0.4
North Carolina,37,2012,2012,Alcohol-Induced Causes,A,738,9752073,7.6,7,8.1,0.3
North Carolina,37,2012,2012,Total,,2084,9752073,21.4,20.5,22.3,0.5
North Carolina,37,2013,2013,Drug-Induced Causes,D,1308,9848060,13.3,12.6,14,0.4
North Carolina,37,2013,2013,Alcohol-Induced Causes,A,855,9848060,8.7,8.1,9.3,0.3
North Carolina,37,2013,2013,Total,,2163,9848060,22,21,22.9,0.5
North Carolina,37,2014,2014,Drug-Induced Causes,D,1435,9943964,14.4,13.7,15.2,0.4
North Carolina,37,2014,2014,Alcohol-Induced Causes,A,887,9943964,8.9,8.3,9.5,0.3
North Carolina,37,2014,2014,Total,,2322,9943964,23.4,22.4,24.3,0.5
North Carolina,37,2015,2015,Drug-Induced Causes,D,1636,10042802,16.3,15.5,17.1,0.4
North Carolina,37,2015,2015,Alcohol-Induced Causes,A,915,10042802,9.1,8.5,9.7,0.3
North Carolina,37,2015,2015,Total,,2551,10042802,25.4,24.4,26.4,0.5
North Carolina,37,,,Total,,29942,153789162,19.5,19.2,19.7,0.1
North Dakota,38,1999,1999,Drug-Induced Causes,D,15,644259,,1.3,3.8,0.6
North Dakota,38,1999,1999,Alcohol-Induced Causes,A,52,644259,8.1,6,10.6,1.1
North Dakota,38,1999,1999,Total,,67,644259,10.4,8.1,13.2,1.3
North Dakota,38,2000,2000,Drug-Induced Causes,D,16,642200,,1.4,4,0.6
North Dakota,38,2000,2000,Alcohol-Induced Causes,A,49,642200,7.6,5.6,10.1,1.1
North Dakota,38,2000,2000,Total,,65,642200,10.1,7.8,12.9,1.3
North Dakota,38,2001,2001,Drug-Induced Causes,D,17,639062,,1.5,4.3,0.6
North Dakota,38,2001,2001,Alcohol-Induced Causes,A,68,639062,10.6,8.3,13.5,1.3
North Dakota,38,2001,2001,Total,,85,639062,13.3,10.6,16.4,1.4
North Dakota,38,2002,2002,Drug-Induced Causes,D,24,638168,3.8,2.4,5.6,0.8
North Dakota,38,2002,2002,Alcohol-Induced Causes,A,70,638168,11,8.6,13.9,1.3
North Dakota,38,2002,2002,Total,,94,638168,14.7,11.9,18,1.5
North Dakota,38,2003,2003,Drug-Induced Causes,D,27,638817,4.2,2.8,6.1,0.8
North Dakota,38,2003,2003,Alcohol-Induced Causes,A,75,638817,11.7,9.2,14.7,1.4
North Dakota,38,2003,2003,Total,,102,638817,16,12.9,19.1,1.6
North Dakota,38,2004,2004,Drug-Induced Causes,D,21,644705,3.3,2,5,0.7
North Dakota,38,2004,2004,Alcohol-Induced Causes,A,62,644705,9.6,7.4,12.3,1.2
North Dakota,38,2004,2004,Total,,83,644705,12.9,10.3,16,1.4
North Dakota,38,2005,2005,Drug-Induced Causes,D,13,646089,,1.1,3.4,0.6
North Dakota,38,2005,2005,Alcohol-Induced Causes,A,75,646089,11.6,9.1,14.6,1.3
North Dakota,38,2005,2005,Total,,88,646089,13.6,10.9,16.8,1.5
North Dakota,38,2006,2006,Drug-Induced Causes,D,16,649422,,1.4,4,0.6
North Dakota,38,2006,2006,Alcohol-Induced Causes,A,64,649422,9.9,7.6,12.6,1.2
North Dakota,38,2006,2006,Total,,80,649422,12.3,9.8,15.3,1.4
North Dakota,38,2007,2007,Drug-Induced Causes,D,37,652822,5.7,4,7.8,0.9
North Dakota,38,2007,2007,Alcohol-Induced Causes,A,57,652822,8.7,6.6,11.3,1.2
North Dakota,38,2007,2007,Total,,94,652822,14.4,11.6,17.6,1.5
North Dakota,38,2008,2008,Drug-Induced Causes,D,48,657569,7.3,5.4,9.7,1.1
North Dakota,38,2008,2008,Alcohol-Induced Causes,A,80,657569,12.2,9.6,15.1,1.4
North Dakota,38,2008,2008,Total,,128,657569,19.5,16.1,22.8,1.7
North Dakota,38,2009,2009,Drug-Induced Causes,D,28,664968,4.2,2.8,6.1,0.8
North Dakota,38,2009,2009,Alcohol-Induced Causes,A,70,664968,10.5,8.2,13.3,1.3
North Dakota,38,2009,2009,Total,,98,664968,14.7,12,18,1.5
North Dakota,38,2010,2010,Drug-Induced Causes,D,26,672591,3.9,2.5,5.7,0.8
North Dakota,38,2010,2010,Alcohol-Induced Causes,A,78,672591,11.6,9.2,14.5,1.3
North Dakota,38,2010,2010,Total,,104,672591,15.5,12.5,18.4,1.5
North Dakota,38,2011,2011,Drug-Induced Causes,D,22,683932,3.2,2,4.9,0.7
North Dakota,38,2011,2011,Alcohol-Induced Causes,A,98,683932,14.3,11.6,17.5,1.4
North Dakota,38,2011,2011,Total,,120,683932,17.5,14.4,20.7,1.6
North Dakota,38,2012,2012,Drug-Induced Causes,D,27,699628,3.9,2.5,5.6,0.7
North Dakota,38,2012,2012,Alcohol-Induced Causes,A,108,699628,15.4,12.5,18.3,1.5
North Dakota,38,2012,2012,Total,,135,699628,19.3,16,22.6,1.7
North Dakota,38,2013,2013,Drug-Induced Causes,D,27,723393,3.7,2.5,5.4,0.7
North Dakota,38,2013,2013,Alcohol-Induced Causes,A,100,723393,13.8,11.1,16.5,1.4
North Dakota,38,2013,2013,Total,,127,723393,17.6,14.5,20.6,1.6
North Dakota,38,2014,2014,Drug-Induced Causes,D,48,739482,6.5,4.8,8.6,0.9
North Dakota,38,2014,2014,Alcohol-Induced Causes,A,93,739482,12.6,10.2,15.4,1.3
North Dakota,38,2014,2014,Total,,141,739482,19.1,15.9,22.2,1.6
North Dakota,38,2015,2015,Drug-Induced Causes,D,65,756927,8.6,6.6,10.9,1.1
North Dakota,38,2015,2015,Alcohol-Induced Causes,A,96,756927,12.7,10.3,15.5,1.3
North Dakota,38,2015,2015,Total,,161,756927,21.3,18,24.6,1.7
North Dakota,38,,,Total,,1772,11394034,15.6,14.8,16.3,0.4
Ohio,39,1999,1999,Drug-Induced Causes,D,534,11335454,4.7,4.3,5.1,0.2
Ohio,39,1999,1999,Alcohol-Induced Causes,A,558,11335454,4.9,4.5,5.3,0.2
Ohio,39,1999,1999,Total,,1092,11335454,9.6,9.1,10.2,0.3
Ohio,39,2000,2000,Drug-Induced Causes,D,625,11353140,5.5,5.1,5.9,0.2
Ohio,39,2000,2000,Alcohol-Induced Causes,A,585,11353140,5.2,4.7,5.6,0.2
Ohio,39,2000,2000,Total,,1210,11353140,10.7,10.1,11.3,0.3
Ohio,39,2001,2001,Drug-Induced Causes,D,808,11387404,7.1,6.6,7.6,0.2
Ohio,39,2001,2001,Alcohol-Induced Causes,A,623,11387404,5.5,5,5.9,0.2
Ohio,39,2001,2001,Total,,1431,11387404,12.6,11.9,13.2,0.3
Ohio,39,2002,2002,Drug-Induced Causes,D,1025,11407889,9,8.4,9.5,0.3
Ohio,39,2002,2002,Alcohol-Induced Causes,A,597,11407889,5.2,4.8,5.7,0.2
Ohio,39,2002,2002,Total,,1622,11407889,14.2,13.5,14.9,0.4
Ohio,39,2003,2003,Drug-Induced Causes,D,852,11434788,7.5,7,8,0.3
Ohio,39,2003,2003,Alcohol-Induced Causes,A,588,11434788,5.1,4.7,5.6,0.2
Ohio,39,2003,2003,Total,,1440,11434788,12.6,11.9,13.2,0.3
Ohio,39,2004,2004,Drug-Induced Causes,D,1266,11452251,11.1,10.4,11.7,0.3
Ohio,39,2004,2004,Alcohol-Induced Causes,A,660,11452251,5.8,5.3,6.2,0.2
Ohio,39,2004,2004,Total,,1926,11452251,16.8,16.1,17.6,0.4
Ohio,39,2005,2005,Drug-Induced Causes,D,1382,11463320,12.1,11.4,12.7,0.3
Ohio,39,2005,2005,Alcohol-Induced Causes,A,754,11463320,6.6,6.1,7,0.2
Ohio,39,2005,2005,Total,,2136,11463320,18.6,17.8,19.4,0.4
Ohio,39,2006,2006,Drug-Induced Causes,D,1606,11481213,14,13.3,14.7,0.3
Ohio,39,2006,2006,Alcohol-Induced Causes,A,708,11481213,6.2,5.7,6.6,0.2
Ohio,39,2006,2006,Total,,2314,11481213,20.2,19.3,21,0.4
Ohio,39,2007,2007,Drug-Induced Causes,D,1691,11500468,14.7,14,15.4,0.4
Ohio,39,2007,2007,Alcohol-Induced Causes,A,780,11500468,6.8,6.3,7.3,0.2
Ohio,39,2007,2007,Total,,2471,11500468,21.5,20.6,22.3,0.4
Ohio,39,2008,2008,Drug-Induced Causes,D,1811,11515391,15.7,15,16.5,0.4
Ohio,39,2008,2008,Alcohol-Induced Causes,A,834,11515391,7.2,6.8,7.7,0.3
Ohio,39,2008,2008,Total,,2645,11515391,23,22.1,23.8,0.4
Ohio,39,2009,2009,Drug-Induced Causes,D,1340,11528896,11.6,11,12.2,0.3
Ohio,39,2009,2009,Alcohol-Induced Causes,A,735,11528896,6.4,5.9,6.8,0.2
Ohio,39,2009,2009,Total,,2075,11528896,18,17.2,18.8,0.4
Ohio,39,2010,2010,Drug-Induced Causes,D,1911,11536504,16.6,15.8,17.3,0.4
Ohio,39,2010,2010,Alcohol-Induced Causes,A,840,11536504,7.3,6.8,7.8,0.3
Ohio,39,2010,2010,Total,,2751,11536504,23.8,23,24.7,0.5
Ohio,39,2011,2011,Drug-Induced Causes,D,2127,11544951,18.4,17.6,19.2,0.4
Ohio,39,2011,2011,Alcohol-Induced Causes,A,834,11544951,7.2,6.7,7.7,0.3
Ohio,39,2011,2011,Total,,2961,11544951,25.6,24.7,26.6,0.5
Ohio,39,2012,2012,Drug-Induced Causes,D,2207,11544225,19.1,18.3,19.9,0.4
Ohio,39,2012,2012,Alcohol-Induced Causes,A,856,11544225,7.4,6.9,7.9,0.3
Ohio,39,2012,2012,Total,,3063,11544225,26.5,25.6,27.5,0.5
Ohio,39,2013,2013,Drug-Induced Causes,D,2450,11570808,21.2,20.3,22,0.4
Ohio,39,2013,2013,Alcohol-Induced Causes,A,899,11570808,7.8,7.3,8.3,0.3
Ohio,39,2013,2013,Total,,3349,11570808,28.9,28,29.9,0.5
Ohio,39,2014,2014,Drug-Induced Causes,D,2832,11594163,24.4,23.5,25.3,0.5
Ohio,39,2014,2014,Alcohol-Induced Causes,A,946,11594163,8.2,7.6,8.7,0.3
Ohio,39,2014,2014,Total,,3778,11594163,32.6,31.5,33.6,0.5
Ohio,39,2015,2015,Drug-Induced Causes,D,3418,11613423,29.4,28.4,30.4,0.5
Ohio,39,2015,2015,Alcohol-Induced Causes,A,1027,11613423,8.8,8.3,9.4,0.3
Ohio,39,2015,2015,Total,,4445,11613423,38.3,37.1,39.4,0.6
Ohio,39,,,Total,,40709,195264288,20.8,20.6,21.1,0.1
Oklahoma,40,1999,1999,Drug-Induced Causes,D,189,3437147,5.5,4.7,6.3,0.4
Oklahoma,40,1999,1999,Alcohol-Induced Causes,A,245,3437147,7.1,6.2,8,0.5
Oklahoma,40,1999,1999,Total,,434,3437147,12.6,11.4,13.8,0.6
Oklahoma,40,2000,2000,Drug-Induced Causes,D,250,3450654,7.2,6.3,8.1,0.5
Oklahoma,40,2000,2000,Alcohol-Induced Causes,A,233,3450654,6.8,5.9,7.6,0.4
Oklahoma,40,2000,2000,Total,,483,3450654,14,12.7,15.2,0.6
Oklahoma,40,2001,2001,Drug-Induced Causes,D,282,3467100,8.1,7.2,9.1,0.5
Oklahoma,40,2001,2001,Alcohol-Induced Causes,A,222,3467100,6.4,5.6,7.2,0.4
Oklahoma,40,2001,2001,Total,,504,3467100,14.5,13.3,15.8,0.6
Oklahoma,40,2002,2002,Drug-Induced Causes,D,257,3489080,7.4,6.5,8.3,0.5
Oklahoma,40,2002,2002,Alcohol-Induced Causes,A,289,3489080,8.3,7.3,9.2,0.5
Oklahoma,40,2002,2002,Total,,546,3489080,15.6,14.3,17,0.7
Oklahoma,40,2003,2003,Drug-Induced Causes,D,411,3504892,11.7,10.6,12.9,0.6
Oklahoma,40,2003,2003,Alcohol-Induced Causes,A,235,3504892,6.7,5.8,7.6,0.4
Oklahoma,40,2003,2003,Total,,646,3504892,18.4,17,19.9,0.7
Oklahoma,40,2004,2004,Drug-Induced Causes,D,527,3525233,14.9,13.7,16.2,0.7
Oklahoma,40,2004,2004,Alcohol-Induced Causes,A,286,3525233,8.1,7.2,9.1,0.5
Oklahoma,40,2004,2004,Total,,813,3525233,23.1,21.5,24.6,0.8
Oklahoma,40,2005,2005,Drug-Induced Causes,D,533,3548597,15,13.7,16.3,0.7
Oklahoma,40,2005,2005,Alcohol-Induced Causes,A,345,3548597,9.7,8.7,10.7,0.5
Oklahoma,40,2005,2005,Total,,878,3548597,24.7,23.1,26.4,0.8
Oklahoma,40,2006,2006,Drug-Induced Causes,D,619,3594090,17.2,15.9,18.6,0.7
Oklahoma,40,2006,2006,Alcohol-Induced Causes,A,353,3594090,9.8,8.8,10.8,0.5
Oklahoma,40,2006,2006,Total,,972,3594090,27,25.3,28.7,0.9
Oklahoma,40,2007,2007,Drug-Induced Causes,D,687,3634349,18.9,17.5,20.3,0.7
Oklahoma,40,2007,2007,Alcohol-Induced Causes,A,412,3634349,11.3,10.2,12.4,0.6
Oklahoma,40,2007,2007,Total,,1099,3634349,30.2,28.5,32,0.9
Oklahoma,40,2008,2008,Drug-Induced Causes,D,585,3668976,15.9,14.7,17.2,0.7
Oklahoma,40,2008,2008,Alcohol-Induced Causes,A,421,3668976,11.5,10.4,12.6,0.6
Oklahoma,40,2008,2008,Total,,1006,3668976,27.4,25.7,29.1,0.9
Oklahoma,40,2009,2009,Drug-Induced Causes,D,766,3717572,20.6,19.1,22.1,0.7
Oklahoma,40,2009,2009,Alcohol-Induced Causes,A,359,3717572,9.7,8.7,10.7,0.5
Oklahoma,40,2009,2009,Total,,1125,3717572,30.3,28.5,32,0.9
Oklahoma,40,2010,2010,Drug-Induced Causes,D,728,3751351,19.4,18,20.8,0.7
Oklahoma,40,2010,2010,Alcohol-Induced Causes,A,440,3751351,11.7,10.6,12.8,0.6
Oklahoma,40,2010,2010,Total,,1168,3751351,31.1,29.3,32.9,0.9
Oklahoma,40,2011,2011,Drug-Induced Causes,D,715,3791508,18.9,17.5,20.2,0.7
Oklahoma,40,2011,2011,Alcohol-Induced Causes,A,445,3791508,11.7,10.6,12.8,0.6
Oklahoma,40,2011,2011,Total,,1160,3791508,30.6,28.8,32.4,0.9
Oklahoma,40,2012,2012,Drug-Induced Causes,D,782,3814820,20.5,19.1,21.9,0.7
Oklahoma,40,2012,2012,Alcohol-Induced Causes,A,469,3814820,12.3,11.2,13.4,0.6
Oklahoma,40,2012,2012,Total,,1251,3814820,32.8,31,34.6,0.9
Oklahoma,40,2013,2013,Drug-Induced Causes,D,800,3850568,20.8,19.3,22.2,0.7
Oklahoma,40,2013,2013,Alcohol-Induced Causes,A,466,3850568,12.1,11,13.2,0.6
Oklahoma,40,2013,2013,Total,,1266,3850568,32.9,31.1,34.7,0.9
Oklahoma,40,2014,2014,Drug-Induced Causes,D,809,3878051,20.9,19.4,22.3,0.7
Oklahoma,40,2014,2014,Alcohol-Induced Causes,A,539,3878051,13.9,12.7,15.1,0.6
Oklahoma,40,2014,2014,Total,,1348,3878051,34.8,32.9,36.6,0.9
Oklahoma,40,2015,2015,Drug-Induced Causes,D,751,3911338,19.2,17.8,20.6,0.7
Oklahoma,40,2015,2015,Alcohol-Induced Causes,A,530,3911338,13.6,12.4,14.7,0.6
Oklahoma,40,2015,2015,Total,,1281,3911338,32.8,31,34.5,0.9
Oklahoma,40,,,Total,,15980,62035326,25.8,25.4,26.2,0.2
Oregon,41,1999,1999,Drug-Induced Causes,D,329,3393941,9.7,8.6,10.7,0.5
Oregon,41,1999,1999,Alcohol-Induced Causes,A,305,3393941,9,8,10,0.5
Oregon,41,1999,1999,Total,,634,3393941,18.7,17.2,20.1,0.7
Oregon,41,2000,2000,Drug-Induced Causes,D,306,3421399,8.9,7.9,9.9,0.5
Oregon,41,2000,2000,Alcohol-Induced Causes,A,312,3421399,9.1,8.1,10.1,0.5
Oregon,41,2000,2000,Total,,618,3421399,18.1,16.6,19.5,0.7
Oregon,41,2001,2001,Drug-Induced Causes,D,321,3467937,9.3,8.2,10.3,0.5
Oregon,41,2001,2001,Alcohol-Induced Causes,A,369,3467937,10.6,9.6,11.7,0.6
Oregon,41,2001,2001,Total,,690,3467937,19.9,18.4,21.4,0.8
Oregon,41,2002,2002,Drug-Induced Causes,D,411,3513424,11.7,10.6,12.8,0.6
Oregon,41,2002,2002,Alcohol-Induced Causes,A,434,3513424,12.4,11.2,13.5,0.6
Oregon,41,2002,2002,Total,,845,3513424,24.1,22.4,25.7,0.8
Oregon,41,2003,2003,Drug-Induced Causes,D,482,3547376,13.6,12.4,14.8,0.6
Oregon,41,2003,2003,Alcohol-Induced Causes,A,504,3547376,14.2,13,15.4,0.6
Oregon,41,2003,2003,Total,,986,3547376,27.8,26.1,29.5,0.9
Oregon,41,2004,2004,Drug-Induced Causes,D,482,3569463,13.5,12.3,14.7,0.6
Oregon,41,2004,2004,Alcohol-Induced Causes,A,515,3569463,14.4,13.2,15.7,0.6
Oregon,41,2004,2004,Total,,997,3569463,27.9,26.2,29.7,0.9
Oregon,41,2005,2005,Drug-Induced Causes,D,513,3613202,14.2,13,15.4,0.6
Oregon,41,2005,2005,Alcohol-Induced Causes,A,530,3613202,14.7,13.4,15.9,0.6
Oregon,41,2005,2005,Total,,1043,3613202,28.9,27.1,30.6,0.9
Oregon,41,2006,2006,Drug-Induced Causes,D,584,3670883,15.9,14.6,17.2,0.7
Oregon,41,2006,2006,Alcohol-Induced Causes,A,475,3670883,12.9,11.8,14.1,0.6
Oregon,41,2006,2006,Total,,1059,3670883,28.8,27.1,30.6,0.9
Oregon,41,2007,2007,Drug-Induced Causes,D,564,3722417,15.2,13.9,16.4,0.6
Oregon,41,2007,2007,Alcohol-Induced Causes,A,543,3722417,14.6,13.4,15.8,0.6
Oregon,41,2007,2007,Total,,1107,3722417,29.7,28,31.5,0.9
Oregon,41,2008,2008,Drug-Induced Causes,D,521,3768748,13.8,12.6,15,0.6
Oregon,41,2008,2008,Alcohol-Induced Causes,A,544,3768748,14.4,13.2,15.6,0.6
Oregon,41,2008,2008,Total,,1065,3768748,28.3,26.6,30,0.9
Oregon,41,2009,2009,Drug-Induced Causes,D,576,3808600,15.1,13.9,16.4,0.6
Oregon,41,2009,2009,Alcohol-Induced Causes,A,592,3808600,15.5,14.3,16.8,0.6
Oregon,41,2009,2009,Total,,1168,3808600,30.7,28.9,32.4,0.9
Oregon,41,2010,2010,Drug-Induced Causes,D,576,3831074,15,13.8,16.3,0.6
Oregon,41,2010,2010,Alcohol-Induced Causes,A,572,3831074,14.9,13.7,16.2,0.6
Oregon,41,2010,2010,Total,,1148,3831074,30,28.2,31.7,0.9
Oregon,41,2011,2011,Drug-Induced Causes,D,596,3871859,15.4,14.2,16.6,0.6
